source,target,relation,prior_weight,lag_corr,best_lag_5min,calibrated_weight
facility:南四楼南线全景机位,doc:problem,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
doc:problem,facility:岔道城古炮展区,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
facility:岔道城古炮展区,doc:problem,context_to_facility,0.24,0.19952600414078675,0,0.22583410144927535
doc:problem,ropeway:北线索道（北八楼空中索道）,context_to_ropeway,0.24,0.19952600414078675,0,0.22583410144927535
ropeway:北线索道（北八楼空中索道）,doc:problem,context_to_ropeway,0.24,0.19952600414078675,0,0.22583410144927535
doc:problem,ropeway:南线索道（南四楼地面缆车）,context_to_ropeway,0.24,0.19952600414078675,0,0.22583410144927535
ropeway:南线索道（南四楼地面缆车）,doc:problem,context_to_ropeway,0.24,0.19952600414078675,0,0.22583410144927535
ropeway:北线索道（北八楼空中索道）,facility:北门锁钥关城城楼,ropeway_to_platform,0.7,0.0,0,0.45499999999999996
facility:北门锁钥关城城楼,ropeway:北线索道（北八楼空中索道）,ropeway_to_platform,0.7,0.0,0,0.45499999999999996
ropeway:北线索道（北八楼空中索道）,facility:北四楼・好汉石打卡点,ropeway_to_platform,0.7,0.0,0,0.45499999999999996
facility:北四楼・好汉石打卡点,ropeway:北线索道（北八楼空中索道）,ropeway_to_platform,0.7,0.0,0,0.45499999999999996
ropeway:北线索道（北八楼空中索道）,facility:北索道入口平台,ropeway_to_platform,0.7,0.0,0,0.45499999999999996
facility:北索道入口平台,ropeway:北线索道（北八楼空中索道）,ropeway_to_platform,0.7,0.0,0,0.45499999999999996
ropeway:北线索道（北八楼空中索道）,facility:北八楼・好汉坡制高点,ropeway_to_platform,0.7,0.0,0,0.45499999999999996
facility:北八楼・好汉坡制高点,ropeway:北线索道（北八楼空中索道）,ropeway_to_platform,0.7,0.0,0,0.45499999999999996
ropeway:北线索道（北八楼空中索道）,facility:北八至北九 S 弯长城,ropeway_to_platform,0.7,0.0,0,0.45499999999999996
facility:北八至北九 S 弯长城,ropeway:北线索道（北八楼空中索道）,ropeway_to_platform,0.7,0.0,0,0.45499999999999996
global:rail,ropeway:北线索道（北八楼空中索道）,rail_to_ropeway,0.68,0.0,0,0.44200000000000006
ropeway:北线索道（北八楼空中索道）,global:rail,rail_to_ropeway,0.68,0.0,0,0.44200000000000006
global:ticket,ropeway:北线索道（北八楼空中索道）,ticket_to_ropeway,0.62,0.0,0,0.403
ropeway:北线索道（北八楼空中索道）,global:ticket,ticket_to_ropeway,0.62,0.0,0,0.403
ropeway:南线索道（南四楼地面缆车）,facility:岔道城古炮展区,ropeway_to_platform,0.7,0.0,0,0.45499999999999996
facility:岔道城古炮展区,ropeway:南线索道（南四楼地面缆车）,ropeway_to_platform,0.7,0.0,0,0.45499999999999996
ropeway:南线索道（南四楼地面缆车）,facility:南索道入口平台,ropeway_to_platform,0.7,0.0,0,0.45499999999999996
facility:南索道入口平台,ropeway:南线索道（南四楼地面缆车）,ropeway_to_platform,0.7,0.0,0,0.45499999999999996
ropeway:南线索道（南四楼地面缆车）,facility:南四楼南线全景机位,ropeway_to_platform,0.7,0.0,0,0.45499999999999996
facility:南四楼南线全景机位,ropeway:南线索道（南四楼地面缆车）,ropeway_to_platform,0.7,0.0,0,0.45499999999999996
global:rail,ropeway:南线索道（南四楼地面缆车）,rail_to_ropeway,0.68,0.0,0,0.44200000000000006
ropeway:南线索道（南四楼地面缆车）,global:rail,rail_to_ropeway,0.68,0.0,0,0.44200000000000006
global:ticket,ropeway:南线索道（南四楼地面缆车）,ticket_to_ropeway,0.62,0.0,0,0.403
ropeway:南线索道（南四楼地面缆车）,global:ticket,ticket_to_ropeway,0.62,0.0,0,0.403
